Index	Entry	Entry.name	Protein.names	Gene.names
527658	Q9HUB0	Y5073_PSEAE	UPF0158 protein PA5073	PA5073
461323	Q9HUB4	TATB_PSEAE	Sec-independent protein translocase protein TatB	tatB PA5069
461091	Q9HUB5	TATA_PSEAE	Sec-independent protein translocase protein TatA	tatA PA5068
172438	Q9HUB6	HIS2_PSEAE	Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)	hisE PA5067
172771	Q9HUB7	HIS3_PSEAE	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	hisI PA5066
488239	Q9HUB8	UBIB_PSEAE	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB PA5065
488763	Q9HUC0	UBIE_PSEAE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE PA5063
180513	Q9HUC5	HSLU_PSEAE	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU PA5054
180945	Q9HUC6	HSLV_PSEAE	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV PA5053
455745	Q9HUC8	SYR_PSEAE	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS PA5051
369964	Q9HUD0	RL31_PSEAE	50S ribosomal protein L31	rpmE PA5049
527578	Q9HUE6	Y5023_PSEAE	UPF0061 protein PA5023	PA5023
267067	Q9HUE8	NHAP2_PSEAE	K(+)/H(+) antiporter NhaP2 (Potassium/proton antiporter NhaP2)	nhaP2 cvrA PA5021
247614	Q9HUF1	MSRA_PSEAE	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA PA5018
152351	Q9HUF4	GLNE_PSEAE	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE PA5014
344763	Q9HUF7	RFAP_PSEAE	Lipopolysaccharide core heptose(I) kinase RfaP (EC 2.7.1.-) (EC 2.7.10.2) (Lipopolysaccharide kinase WaaP)	rfaP waaP PA5009
288245	Q9HUG6	PA99_PSEAE	Putative lipopolysaccharide biosynthesis protein PA4999	PA4999
246309	Q9HUG8	MSBA_PSEAE	Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.-)	msbA PA4997
176288	Q9HUG9	HLDE_PSEAE	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE PA4996
248808	Q9HUH5	MTDTR_PSEAE	Multidrug transporter PA4990	PA4990
28243	Q9HUI2	ARUR_PSEAE	Transcriptional regulatory protein AruR	aruR PA4983
28244	Q9HUI3	ARUS_PSEAE	Sensor histidine kinase AruS (EC 2.7.13.3)	aruS PA4982
28242	Q9HUI8	ARUI_PSEAE	Probable 2-ketoarginine decarboxylase AruI (EC 4.1.1.75) (2-oxo-5-guanidinopentanoate decarboxylase) (5-guanidino-2-oxopentanoate decarboxylase)	aruI PA4977
28241	Q9HUI9	ARUH_PSEAE	Arginine--pyruvate transaminase AruH (EC 2.6.1.84)	aruH PA4976
466117	Q9HUJ2	THIC_PSEAE	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC PA4973
291143	Q9HUJ8	PARE_PSEAE	DNA topoisomerase 4 subunit B (EC 5.99.1.3) (Topoisomerase IV subunit B)	parE PA4967
291077	Q9HUK1	PARC_PSEAE	DNA topoisomerase 4 subunit A (EC 5.99.1.3) (Topoisomerase IV subunit A)	parC PA4964
319947	Q9HUK8	PSD_PSEAE	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd PA4957
414424	Q9HUL3	RSGA_PSEAE	Putative ribosome biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA PA4952
334265	Q9HUL4	QUEG_PSEAE	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	queG PA4950
255607	Q9HUL8	MUTL_PSEAE	DNA mismatch repair protein MutL	mutL PA4946
236152	Q9HUL9	MIAA_PSEAE	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA PA4945
170972	Q9HUM0	HFQ_PSEAE	RNA-binding protein Hfq	hfq PA4944
175863	Q9HUM5	HISZ_PSEAE	ATP phosphoribosyltransferase regulatory subunit	hisZ PA4939
326019	Q9HUM6	PURA_PSEAE	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA PA4938
379795	Q9HUM8	RLMB_PSEAE	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	rlmB PA4936
411213	Q9HUM9	RS6_PSEAE	30S ribosomal protein S6	rpsF PA4935
403978	Q9HUN0	RS18_PSEAE	30S ribosomal protein S18	rpsR PA4934
379313	Q9HUN2	RL9_PSEAE	50S ribosomal protein L9	rplI PA4932
14584	Q9HUN4	ALR1_PSEAE	Alanine racemase, biosynthetic (EC 5.1.1.1)	alr PA4930
527121	Q9HUN6	Y4928_PSEAE	UPF0313 protein PA4928	PA4928
259203	Q9HUP3	NADE_PSEAE	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE PA4920
306437	Q9HUP4	PNCB1_PSEAE	Nicotinate phosphoribosyltransferase 1 (NAPRTase 1) (EC 6.3.4.21)	pncB1 PA4919
229735	Q9HUR2	MDLC_PSEAE	Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)	mdlC PA4901
494881	Q9HUS0	UREG_PSEAE	Urease accessory protein UreG	ureG PA4893
494623	Q9HUS1	UREF_PSEAE	Urease accessory protein UreF	ureF PA4892
494399	Q9HUS2	UREE_PSEAE	Urease accessory protein UreE	ureE PA4891
281429	Q9HUU1	OADC_PSEAE	Oxaloacetate decarboxylase (EC 4.1.1.3)	PA4872
493355	Q9HUU5	URE1_PSEAE	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	ureC PA4868
493632	Q9HUU6	URE2_PSEAE	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	ureB PA4867
229044	Q9HUU7	MDDA_PSEAE	L-methionine sulfoximine/L-methionine sulfone acetyltransferase (EC 2.3.1.-) (Methionine derivative detoxifier A) (MDDA)	pitA PA4866
493897	Q9HUU8	URE3_PSEAE	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA PA4865
494190	Q9HUU9	URED_PSEAE	Urease accessory protein UreD	ureD PA4864
323767	Q9HUV8	PUR2_PSEAE	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD PA4855
325270	Q9HUV9	PUR9_PSEAE	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH PA4854
131608	Q9HUW0	FISL_PSEAE	Putative Fis-like DNA-binding protein	PA4853
107169	Q9HUW1	DUSB_PSEAE	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	dusB PA4852
312574	Q9HUW3	PRMA_PSEAE	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA PA4850
105882	Q9HUW5	DSBD1_PSEAE	Thiol:disulfide interchange protein DsbD 1 (EC 1.8.1.8) (Protein-disulfide reductase 1) (Disulfide reductase 1)	dsbD1 dipZ PA4845
80618	Q9HUW6	CTPL_PSEAE	Methyl-accepting chemotaxis protein CtpL	ctpL PA4844
526974	Q9HUW9	Y4841_PSEAE	Uncharacterized Nudix hydrolase PA4841 (EC 3.6.-.-)	PA4841
437057	Q9HUX1	SPEA_PSEAE	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	speA PA4839
99008	Q9HUY1	DLDH3_PSEAE	Dihydrolipoyl dehydrogenase 3 (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 3) (LPD-3)	lpd3 PA4829
129377	Q9HV00	FDHE_PSEAE	Protein FdhE homolog	fdhE PA4809
428395	Q9HV01	SELA_PSEAE	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	selA PA4808
526884	Q9HV11	Y4798_PSEAE	UPF0157 protein PA4798	PA4798
526857	Q9HV30	Y4778_PSEAE	Uncharacterized HTH-type transcriptional regulator PA4778	PA4778
437323	Q9HV34	SPEE2_PSEAE	Polyamine aminopropyltransferase 2 (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE2 PA4774
437609	Q9HV35	SPEH_PSEAE	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH PA4773
217202	Q9HV37	LLDD_PSEAE	L-lactate dehydrogenase (EC 1.1.-.-)	lldD PA4771
441193	Q9HV40	SSRP_PSEAE	SsrA-binding protein (Small protein B)	smpB PA4768
160422	Q9HV42	GRPE_PSEAE	Protein GrpE (HSP-70 cofactor)	grpE PA4762
101765	Q9HV43	DNAK_PSEAE	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK PA4761
101007	Q9HV44	DNAJ_PSEAE	Chaperone protein DnaJ	dnaJ PA4760
159552	Q9HV46	GREA_PSEAE	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA PA4755
150872	Q9HV50	GLMM_PSEAE	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM PA4749
473996	Q9HV51	TPIS_PSEAE	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA PA4748
428023	Q9HV52	SECG_PSEAE	Protein-export membrane protein SecG	secG PA4747
349294	Q9HV53	RIMP_PSEAE	Ribosome maturation factor RimP	rimP PA4746
187489	Q9HV55	IF2_PSEAE	Translation initiation factor IF-2	infB PA4744
336754	Q9HV56	RBFA_PSEAE	Ribosome-binding factor A	rbfA PA4743
401509	Q9HV58	RS15_PSEAE	30S ribosomal protein S15	rpsO PA4741
307240	Q9HV59	PNP_PSEAE	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp PA4740
526772	Q9HV61	Y4738_PSEAE	UPF0337 protein PA4738	PA4738
8440	Q9HV66	ACSA2_PSEAE	Acetyl-coenzyme A synthetase 2 (AcCoA synthetase 2) (Acs 2) (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2)	acsA2 acsB PA4733
140830	Q9HV67	G6PI_PSEAE	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi PA4732
290561	Q9HV68	PAND_PSEAE	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD PA4731
290079	Q9HV69	PANC_PSEAE	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC PA4730
289148	Q9HV70	PANB2_PSEAE	3-methyl-2-oxobutanoate hydroxymethyltransferase 2 (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase 2) (KPHMT 2)	panB2 PA4729
178175	Q9HV71	HPPK_PSEAE	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	folK PA4728
154227	Q9HV75	GLUQ_PSEAE	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	gluQ PA4724
430353	Q9HV77	SFSA_PSEAE	Sugar fermentation stimulation protein homolog	sfsA PA4721
476344	Q9HV78	TRMA_PSEAE	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA PA4720
190661	Q9HVA2	ILVC_PSEAE	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC PA4694
247990	Q9HVA4	MSRP_PSEAE	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP PA4692
248074	Q9HVA5	MSRQ_PSEAE	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ PA4691
322434	Q9HVC3	PTH_PSEAE	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth PA4672
365090	Q9HVC4	RL25_PSEAE	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc PA4671
206332	Q9HVC5	KPRS_PSEAE	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs PA4670
312819	Q9HVC8	PRMC_PSEAE	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC hemK PA4664
254802	Q9HVD0	MURI_PSEAE	Glutamate racemase (EC 5.1.1.3)	murI PA4662
288655	Q9HVD1	PAGL_PSEAE	Lipid A deacylase PagL (EC 3.1.1.77) (LPS 3-O-deacylase PagL) (Outer membrane enzyme PagL) (PhoP/PhoQ-activated gene product L)	pagL PA4661
169983	Q9HVD7	HEMH_PSEAE	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH PA4655
492934	Q9HVE6	UPP_PSEAE	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp PA4646
244395	Q9HVF1	MQO2_PSEAE	Probable malate:quinone oxidoreductase 2 (EC 1.1.5.4) (MQO 2) (Malate dehydrogenase [quinone] 2)	mqo2 mqoB PA4640
415425	Q9HVG4	RSMC_PSEAE	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC PA4627
380633	Q9HVH4	RLMG_PSEAE	Ribosomal RNA large subunit methyltransferase G (EC 2.1.1.174) (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RlmG)	rlmG PA4617
246632	Q9HVH7	MSCL_PSEAE	Large-conductance mechanosensitive channel	mscL PA4614
57094	Q9HVI1	CDGBP_PSEAE	Cyclic diguanosine monophosphate-binding protein PA4608 (c-di-GMP-binding protein PA4608) (Pilz domain-containing protein PA4608)	PA4608
154362	Q9HVI7	GLYA3_PSEAE	Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)	glyA2 PA4602
418393	Q9HVJ9	RTCA_PSEAE	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA PA4585
526516	Q9HVL0	Y4574_PSEAE	UPF0114 protein PA4574	PA4574
361933	Q9HVL6	RL21_PSEAE	50S ribosomal protein L21	rplU PA4568
365861	Q9HVL7	RL27_PSEAE	50S ribosomal protein L27	rpmA PA4567
282164	Q9HVL8	OBG_PSEAE	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg PA4566
313780	Q9HVL9	PROB_PSEAE	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB PA4565
405731	Q9HVM1	RS20_PSEAE	30S ribosomal protein S20	rpsT PA4563
451889	Q9HVM4	SYI_PSEAE	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS PA4560
222204	Q9HVM5	LSPA_PSEAE	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA ls PA4559
196962	Q9HVM7	ISPH_PSEAE	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	ispH lytB PA4557
302635	Q9HVM8	PILY1_PSEAE	Type IV pilus biogenesis factor PilY1 (Pilus-associated adhesin PilY1)	pilY1 PA4554
65475	Q9HVN5	CLPB_PSEAE	Chaperone protein ClpB	clpB PA4542
533185	Q9HVP7	YACG_PSEAE	DNA gyrase inhibitor YacG	yacG PA4530
70428	Q9HVP8	COAE_PSEAE	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE PA4529
303310	Q9HVQ7	PIUC_PSEAE	PKHD-type hydroxylase PiuC (EC 1.14.11.-) (Iron-uptake factor PiuC)	piuC PA4515
526393	Q9HVR0	Y4511_PSEAE	UPF0271 protein PA4511	PA4511
526346	Q9HVT1	Y4490_PSEAE	Uncharacterized protein PA4490	PA4490
526332	Q9HVT2	Y4489_PSEAE	UPF0192 protein PA4489	PA4489
143241	Q9HVT7	GATB_PSEAE	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB PA4484
142615	Q9HVT8	GATA_PSEAE	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA PA4483
143792	Q9HVT9	GATC_PSEAE	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	gatC PA4482
526315	Q9HVU3	Y4478_PSEAE	Maf-like protein PA4478	PA4478
526309	Q9HVU8	Y4473_PSEAE	UPF0307 protein PA4473	PA4473
321901	Q9HVV2	PTHP_PSEAE	Phosphocarrier protein HPr (EC 2.7.11.-) (Histidine-containing protein)	ptsH PA4466
526293	Q9HVV3	Y4465_PSEAE	Nucleotide-binding protein PA4465	PA4465
323275	Q9HVV4	PTSN_PSEAE	Nitrogen regulatory protein (Enzyme IIA-NTR) [Includes: Phosphotransferase enzyme IIA component (EC 2.7.1.-) (PTS system EIIA component)]	ptsN PA4464
203462	Q9HVW0	KDSD_PSEAE	Arabinose 5-phosphate isomerase KdsD (API) (EC 5.3.1.13) (Pa-KdsD)	kdsD PA4457
251881	Q9HVW7	MURA_PSEAE	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA PA4450
172015	Q9HVW8	HIS1_PSEAE	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG PA4449
175616	Q9HVW9	HISX_PSEAE	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD PA4448
174962	Q9HVX0	HIS81_PSEAE	Histidinol-phosphate aminotransferase 1 (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase 1)	hisC1 PA4447
144635	Q9HVX2	GCH1L_PSEAE	GTP cyclohydrolase 1 type 2 homolog	PA4445
458073	Q9HVX6	SYW_PSEAE	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS PA4439
354321	Q9HVY2	RL13_PSEAE	50S ribosomal protein L13	rplM PA4433
413748	Q9HVY3	RS9_PSEAE	30S ribosomal protein S9	rpsI PA4432
155513	Q9HVZ0	GMHA_PSEAE	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA PA4425
526208	Q9HVZ1	Y4424_PSEAE	UPF0102 protein PA4424	PA4424
417153	Q9HVZ3	RSMI_PSEAE	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI PA4422
245584	Q9HVZ4	MRAZ_PSEAE	Transcriptional regulator MraZ	mraZ PA4421
416843	Q9HVZ5	RSMH_PSEAE	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW PA4420
138457	Q9HVZ6	FTSL_PSEAE	Cell division protein FtsL	ftsL PA4419
245047	Q9HVZ8	MRAY_PSEAE	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY PA4415
253526	Q9HVZ9	MURD_PSEAE	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD PA4414
254356	Q9HW01	MURG_PSEAE	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG PA4412
252961	Q9HW02	MURC_PSEAE	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC PA4411
22346	Q9HW04	ARGJ_PSEAE	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ PA4402
290690	Q9HW09	PANE_PSEAE	Probable 2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)	panE PA4397
526135	Q9HW11	Y4395_PSEAE	UPF0234 protein PA4395	PA4395
77125	Q9HW19	CRCB_PSEAE	Putative fluoride ion transporter CrcB	crcB PA4383
306440	Q9HW26	PNCB2_PSEAE	Nicotinate phosphoribosyltransferase 2 (NAPRTase 2) (EC 6.3.4.21)	pncB2 PA4376
22493	Q9HW38	ARGP_PSEAE	HTH-type transcriptional regulator ArgP	argP iciA PA4363
293346	Q9HW91	PCTB_PSEAE	Methyl-accepting chemotaxis protein PctB	pctB PA4310
293347	Q9HW93	PCTC_PSEAE	Methyl-accepting chemotaxis protein PctC	pctC PA4307
525953	Q9HWA1	Y4299_PSEAE	TPR repeat-containing protein PA4299	PA4299
423783	Q9HWB8	SBCC_PSEAE	Nuclease SbcCD subunit C	sbcC PA4282
70892	Q9HWC1	COAX_PSEAE	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	coaX coaA PA4279
427881	Q9HWC3	SECE_PSEAE	Protein translocase subunit SecE	secE PA4276
280952	Q9HWC4	NUSG_PSEAE	Transcription termination/antitermination protein NusG	nusG PA4275
353502	Q9HWC5	RL11_PSEAE	50S ribosomal protein L11	rplK PA4274
360307	Q9HWC6	RL1_PSEAE	50S ribosomal protein L1	rplA PA4273
352654	Q9HWC7	RL10_PSEAE	50S ribosomal protein L10	rplJ PA4272
378492	Q9HWC8	RL7_PSEAE	50S ribosomal protein L7/L12	rplL PA4271
391680	Q9HWC9	RPOC_PSEAE	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC PA4269
398933	Q9HWD0	RS12_PSEAE	30S ribosomal protein S12	rpsL PA4268
412070	Q9HWD1	RS7_PSEAE	30S ribosomal protein S7	rpsG PA4267
111371	Q9HWD2	EFG1_PSEAE	Elongation factor G 1 (EF-G 1)	fusA fusA1 PA4266
397233	Q9HWD4	RS10_PSEAE	30S ribosomal protein S10	rpsJ PA4264
374965	Q9HWD5	RL3_PSEAE	50S ribosomal protein L3	rplC PA4263
375971	Q9HWD6	RL4_PSEAE	50S ribosomal protein L4	rplD PA4262
363558	Q9HWD7	RL23_PSEAE	50S ribosomal protein L23	rplW PA4261
368200	Q9HWD8	RL2_PSEAE	50S ribosomal protein L2	rplB PA4260
404861	Q9HWD9	RS19_PSEAE	30S ribosomal protein S19	rpsS PA4259
362790	Q9HWE0	RL22_PSEAE	50S ribosomal protein L22	rplV PA4258
408699	Q9HWE1	RS3_PSEAE	30S ribosomal protein S3	rpsC PA4257
356902	Q9HWE2	RL16_PSEAE	50S ribosomal protein L16	rplP PA4256
367347	Q9HWE3	RL29_PSEAE	50S ribosomal protein L29	rpmC PA4255
403170	Q9HWE4	RS17_PSEAE	30S ribosomal protein S17	rpsQ PA4254
355181	Q9HWE5	RL14_PSEAE	50S ribosomal protein L14	rplN PA4253
364421	Q9HWE6	RL24_PSEAE	50S ribosomal protein L24	rplX PA4252
376795	Q9HWE7	RL5_PSEAE	50S ribosomal protein L5	rplE PA4251
400713	Q9HWE8	RS14_PSEAE	30S ribosomal protein S14	rpsN PA4250
413002	Q9HWE9	RS8_PSEAE	30S ribosomal protein S8	rpsH PA4249
377609	Q9HWF0	RL6_PSEAE	50S ribosomal protein L6	rplF PA4248
358656	Q9HWF1	RL18_PSEAE	50S ribosomal protein L18	rplR PA4247
410421	Q9HWF2	RS5_PSEAE	30S ribosomal protein S5	rpsE PA4246
369019	Q9HWF3	RL30_PSEAE	50S ribosomal protein L30	rpmD PA4245
356076	Q9HWF4	RL15_PSEAE	50S ribosomal protein L15	rplO PA4244
428202	Q9HWF5	SECY_PSEAE	Protein translocase subunit SecY	secY PA4243
373925	Q9HWF6	RL36_PSEAE	50S ribosomal protein L36	rpmJ PA4242
399782	Q9HWF7	RS13_PSEAE	30S ribosomal protein S13	rpsM PA4241
398066	Q9HWF8	RS11_PSEAE	30S ribosomal protein S11	rpsK PA4240
42446	Q9HWF9	BFR_PSEAE	Bacterioferritin (BFR) (EC 1.16.3.1)	bfr bfrA PA4235
